trace_id,log
cbe45fa8-6a1b-4b75-a287-014bea91bfcd,Retrying the request due to transient error.
1248a2c8-38db-474d-826e-f36eae0c7dc3,Patch deployment in progress - system running in degraded mode.
1248a2c8-38db-474d-826e-f36eae0c7dc3,System resources exhausted: CPU at 95%.
1248a2c8-38db-474d-826e-f36eae0c7dc3,Retrying the request due to transient error.
1248a2c8-38db-474d-826e-f36eae0c7dc3,Request forwarded to backend service.
83d88e19-c0bd-46d0-abf2-2e96a4c7f485,Retrying the request due to transient error.
83d88e19-c0bd-46d0-abf2-2e96a4c7f485,Timeout occurred while waiting for response.
83d88e19-c0bd-46d0-abf2-2e96a4c7f485,Patch deployment in progress - system running in degraded mode.
83d88e19-c0bd-46d0-abf2-2e96a4c7f485,Error: Authentication token expired.
83d88e19-c0bd-46d0-abf2-2e96a4c7f485,Trace completed with status code 500.
25e66122-2669-4826-a7f6-b33c81a0d14c,Timeout occurred while waiting for response.
25e66122-2669-4826-a7f6-b33c81a0d14c,System resources exhausted: CPU at 95%.
83f6b993-f2da-424f-841b-cce78f42bf4b,SGA encountered a technical error at stage 2.
83f6b993-f2da-424f-841b-cce78f42bf4b,Retrying the request due to transient error.
83f6b993-f2da-424f-841b-cce78f42bf4b,Timeout occurred while waiting for response.
83f6b993-f2da-424f-841b-cce78f42bf4b,"Request received by gateway, processing started."
83f6b993-f2da-424f-841b-cce78f42bf4b,Validation failed due to missing headers.
f40ae610-ef2b-40b5-8fee-311b05cd3a73,SGA encountered a technical error at stage 2.
f40ae610-ef2b-40b5-8fee-311b05cd3a73,Retrying the request due to transient error.
f40ae610-ef2b-40b5-8fee-311b05cd3a73,Malformed JSON received in response payload.
fc329f87-7938-4169-9044-257ac7aa8207,System resources exhausted: CPU at 95%.
fc329f87-7938-4169-9044-257ac7aa8207,Error: Authentication token expired.
fc329f87-7938-4169-9044-257ac7aa8207,Timeout occurred while waiting for response.
fc329f87-7938-4169-9044-257ac7aa8207,SGA encountered a technical error at stage 2.
774c28e5-9950-4ae8-bbae-7baf82d966ef,Trace completed with status code 500.
774c28e5-9950-4ae8-bbae-7baf82d966ef,Validation failed due to missing headers.
774c28e5-9950-4ae8-bbae-7baf82d966ef,"Request received by gateway, processing started."
774c28e5-9950-4ae8-bbae-7baf82d966ef,Request forwarded to backend service.
9180d4b0-8812-441d-9316-2fdecdffc805,Error: Authentication token expired.
9180d4b0-8812-441d-9316-2fdecdffc805,Trace completed with status code 500.
9180d4b0-8812-441d-9316-2fdecdffc805,Timeout occurred while waiting for response.
9180d4b0-8812-441d-9316-2fdecdffc805,Request forwarded to backend service.
9180d4b0-8812-441d-9316-2fdecdffc805,"Request received by gateway, processing started."
a4188eaa-240a-4324-9cb0-416ea205aee4,System resources exhausted: CPU at 95%.
a4188eaa-240a-4324-9cb0-416ea205aee4,Malformed JSON received in response payload.
d1ea1dc4-749f-4f6a-8cdf-6c02438bdd11,Request forwarded to backend service.
d1ea1dc4-749f-4f6a-8cdf-6c02438bdd11,Validation failed due to missing headers.
d1ea1dc4-749f-4f6a-8cdf-6c02438bdd11,Trace completed with status code 500.
d1ea1dc4-749f-4f6a-8cdf-6c02438bdd11,Timeout occurred while waiting for response.
d1ea1dc4-749f-4f6a-8cdf-6c02438bdd11,"Request received by gateway, processing started."
04fdfe73-d011-4adb-934e-dbcdb8fccafb,Request forwarded to backend service.
04fdfe73-d011-4adb-934e-dbcdb8fccafb,Patch deployment in progress - system running in degraded mode.
27c442a5-4228-4956-af17-7b6dfeffdfc4,SGA encountered a technical error at stage 2.
27c442a5-4228-4956-af17-7b6dfeffdfc4,Request forwarded to backend service.
27c442a5-4228-4956-af17-7b6dfeffdfc4,Timeout occurred while waiting for response.
27c442a5-4228-4956-af17-7b6dfeffdfc4,Validation failed due to missing headers.
27c442a5-4228-4956-af17-7b6dfeffdfc4,Trace completed with status code 500.
47dbdba1-0ad9-4280-9d38-7b7277cb735d,Patch deployment in progress - system running in degraded mode.
47dbdba1-0ad9-4280-9d38-7b7277cb735d,Validation failed due to missing headers.
47dbdba1-0ad9-4280-9d38-7b7277cb735d,Retrying the request due to transient error.
47dbdba1-0ad9-4280-9d38-7b7277cb735d,Request forwarded to backend service.
8d666c98-c9c2-423f-8d72-36d885b19426,"Request received by gateway, processing started."
8d666c98-c9c2-423f-8d72-36d885b19426,Validation failed due to missing headers.
8d666c98-c9c2-423f-8d72-36d885b19426,Malformed JSON received in response payload.
d63594d3-043f-4560-9abd-b85f37894bfd,"Request received by gateway, processing started."
d63594d3-043f-4560-9abd-b85f37894bfd,Error: Authentication token expired.
d63594d3-043f-4560-9abd-b85f37894bfd,Retrying the request due to transient error.
d63594d3-043f-4560-9abd-b85f37894bfd,System resources exhausted: CPU at 95%.
c6471577-78c7-492b-a62e-2b695d959305,"Request received by gateway, processing started."
c6471577-78c7-492b-a62e-2b695d959305,SGA encountered a technical error at stage 2.
c6471577-78c7-492b-a62e-2b695d959305,Error: Authentication token expired.
c6471577-78c7-492b-a62e-2b695d959305,Patch deployment in progress - system running in degraded mode.
f262ef35-e396-4826-9304-5be3565957bc,Patch deployment in progress - system running in degraded mode.
f262ef35-e396-4826-9304-5be3565957bc,Malformed JSON received in response payload.
6b07ea79-cc70-4a5d-9d82-03db8942a6a4,"Request received by gateway, processing started."
6b07ea79-cc70-4a5d-9d82-03db8942a6a4,Error: Authentication token expired.
a45668e8-61ec-43db-964b-15c8cff70e7f,Patch deployment in progress - system running in degraded mode.
a45668e8-61ec-43db-964b-15c8cff70e7f,Error: Authentication token expired.
a45668e8-61ec-43db-964b-15c8cff70e7f,Validation failed due to missing headers.
a45668e8-61ec-43db-964b-15c8cff70e7f,Malformed JSON received in response payload.
a45668e8-61ec-43db-964b-15c8cff70e7f,Timeout occurred while waiting for response.
ba330497-d282-438e-9472-c0f9c6e703f8,System resources exhausted: CPU at 95%.
ba330497-d282-438e-9472-c0f9c6e703f8,Validation failed due to missing headers.
ba330497-d282-438e-9472-c0f9c6e703f8,Error: Authentication token expired.
6cecf45b-2162-4c1d-a929-0f34e076a2ba,Trace completed with status code 500.
6cecf45b-2162-4c1d-a929-0f34e076a2ba,"Request received by gateway, processing started."
70b255b5-0d61-4efe-9527-5e8cb8268a00,Validation failed due to missing headers.
70b255b5-0d61-4efe-9527-5e8cb8268a00,System resources exhausted: CPU at 95%.
70b255b5-0d61-4efe-9527-5e8cb8268a00,Error: Authentication token expired.
70b255b5-0d61-4efe-9527-5e8cb8268a00,Timeout occurred while waiting for response.
867339b8-3fe6-4732-8c24-923d600e345a,"Request received by gateway, processing started."
867339b8-3fe6-4732-8c24-923d600e345a,Error: Authentication token expired.
867339b8-3fe6-4732-8c24-923d600e345a,Request forwarded to backend service.
867339b8-3fe6-4732-8c24-923d600e345a,SGA encountered a technical error at stage 2.
00d095ef-a7ae-45d1-adc0-d8873843253c,"Request received by gateway, processing started."
00d095ef-a7ae-45d1-adc0-d8873843253c,Malformed JSON received in response payload.
a7284c68-f65a-4c1f-bc37-6ff3c6bd2460,SGA encountered a technical error at stage 2.
a7284c68-f65a-4c1f-bc37-6ff3c6bd2460,Malformed JSON received in response payload.
98dcdd3f-8f55-49f8-b07d-fdb6faaf7a9b,Trace completed with status code 500.
98dcdd3f-8f55-49f8-b07d-fdb6faaf7a9b,"Request received by gateway, processing started."
8304f422-32ca-4455-af56-cc56ed1ffa9e,Error: Authentication token expired.
8304f422-32ca-4455-af56-cc56ed1ffa9e,SGA encountered a technical error at stage 2.
8304f422-32ca-4455-af56-cc56ed1ffa9e,Request forwarded to backend service.
8304f422-32ca-4455-af56-cc56ed1ffa9e,Retrying the request due to transient error.
8304f422-32ca-4455-af56-cc56ed1ffa9e,Trace completed with status code 500.
0ab864a8-cb9c-405a-8b93-172ef66e2c3a,Validation failed due to missing headers.
0ab864a8-cb9c-405a-8b93-172ef66e2c3a,Timeout occurred while waiting for response.
0ab864a8-cb9c-405a-8b93-172ef66e2c3a,Trace completed with status code 500.
bf7fafc2-dd6b-4478-afcc-37e01ed714c7,SGA encountered a technical error at stage 2.
bf7fafc2-dd6b-4478-afcc-37e01ed714c7,Retrying the request due to transient error.
bf7fafc2-dd6b-4478-afcc-37e01ed714c7,Validation failed due to missing headers.
294128cc-ac1e-4045-87c6-b94e1352cc85,Retrying the request due to transient error.
294128cc-ac1e-4045-87c6-b94e1352cc85,Timeout occurred while waiting for response.
294128cc-ac1e-4045-87c6-b94e1352cc85,Error: Authentication token expired.
38cade25-1609-4308-b73d-3161b06fbb55,"Request received by gateway, processing started."
38cade25-1609-4308-b73d-3161b06fbb55,Retrying the request due to transient error.
38cade25-1609-4308-b73d-3161b06fbb55,Request forwarded to backend service.
38cade25-1609-4308-b73d-3161b06fbb55,System resources exhausted: CPU at 95%.
52e258e8-a7bf-402d-b09f-11e772415873,Patch deployment in progress - system running in degraded mode.
52e258e8-a7bf-402d-b09f-11e772415873,"Request received by gateway, processing started."
0046378f-5054-4ab3-9b50-f9df0af41d22,SGA encountered a technical error at stage 2.
0046378f-5054-4ab3-9b50-f9df0af41d22,Retrying the request due to transient error.
b7eba80b-0749-40a6-bfcb-56fa13ae0de2,"Request received by gateway, processing started."
b7eba80b-0749-40a6-bfcb-56fa13ae0de2,Trace completed with status code 500.
b7eba80b-0749-40a6-bfcb-56fa13ae0de2,Request forwarded to backend service.
b7eba80b-0749-40a6-bfcb-56fa13ae0de2,Timeout occurred while waiting for response.
b7eba80b-0749-40a6-bfcb-56fa13ae0de2,Validation failed due to missing headers.
6753010b-d532-4a31-acec-75d24f7af20c,Validation failed due to missing headers.
6753010b-d532-4a31-acec-75d24f7af20c,Timeout occurred while waiting for response.
6753010b-d532-4a31-acec-75d24f7af20c,Error: Authentication token expired.
6753010b-d532-4a31-acec-75d24f7af20c,SGA encountered a technical error at stage 2.
e6ecd71e-7fbe-4eb2-be86-983c596ae846,Request forwarded to backend service.
e6ecd71e-7fbe-4eb2-be86-983c596ae846,Malformed JSON received in response payload.
e6ecd71e-7fbe-4eb2-be86-983c596ae846,Error: Authentication token expired.
e6ecd71e-7fbe-4eb2-be86-983c596ae846,Trace completed with status code 500.
e6ecd71e-7fbe-4eb2-be86-983c596ae846,Patch deployment in progress - system running in degraded mode.
1dd0a4d7-f0e3-43a5-ab30-2c5bc45915ac,Retrying the request due to transient error.
1dd0a4d7-f0e3-43a5-ab30-2c5bc45915ac,"Request received by gateway, processing started."
1dd0a4d7-f0e3-43a5-ab30-2c5bc45915ac,Trace completed with status code 500.
1dd0a4d7-f0e3-43a5-ab30-2c5bc45915ac,Validation failed due to missing headers.
1dd0a4d7-f0e3-43a5-ab30-2c5bc45915ac,Malformed JSON received in response payload.
8dbcef79-d4dd-4605-9890-926c91bb2b0e,Validation failed due to missing headers.
8dbcef79-d4dd-4605-9890-926c91bb2b0e,Malformed JSON received in response payload.
8dbcef79-d4dd-4605-9890-926c91bb2b0e,"Request received by gateway, processing started."
964645b1-c46b-49e7-aad2-bab8f7514185,System resources exhausted: CPU at 95%.
964645b1-c46b-49e7-aad2-bab8f7514185,"Request received by gateway, processing started."
964645b1-c46b-49e7-aad2-bab8f7514185,SGA encountered a technical error at stage 2.
964645b1-c46b-49e7-aad2-bab8f7514185,Retrying the request due to transient error.
964645b1-c46b-49e7-aad2-bab8f7514185,Request forwarded to backend service.
a2a21a06-a482-4e43-b958-ceede70d2922,Malformed JSON received in response payload.
a2a21a06-a482-4e43-b958-ceede70d2922,Request forwarded to backend service.
a2e7fc19-37d2-4713-9c39-fe812132eb96,Error: Authentication token expired.
a2e7fc19-37d2-4713-9c39-fe812132eb96,SGA encountered a technical error at stage 2.
a2e7fc19-37d2-4713-9c39-fe812132eb96,Timeout occurred while waiting for response.
a2e7fc19-37d2-4713-9c39-fe812132eb96,Request forwarded to backend service.
a2e7fc19-37d2-4713-9c39-fe812132eb96,Trace completed with status code 500.
5519fb27-9dbd-473c-b94f-fe0d6d62cde7,Malformed JSON received in response payload.
5519fb27-9dbd-473c-b94f-fe0d6d62cde7,"Request received by gateway, processing started."
b5a579c7-8497-49fd-84d5-a57f0546e676,Validation failed due to missing headers.
b5a579c7-8497-49fd-84d5-a57f0546e676,SGA encountered a technical error at stage 2.
253e45b8-4bdb-405b-b1b8-a877438158f0,System resources exhausted: CPU at 95%.
253e45b8-4bdb-405b-b1b8-a877438158f0,Validation failed due to missing headers.
253e45b8-4bdb-405b-b1b8-a877438158f0,Error: Authentication token expired.
253e45b8-4bdb-405b-b1b8-a877438158f0,Patch deployment in progress - system running in degraded mode.
138a386c-8b79-4e8e-876e-cf914aaabd4b,Trace completed with status code 500.
138a386c-8b79-4e8e-876e-cf914aaabd4b,"Request received by gateway, processing started."
138a386c-8b79-4e8e-876e-cf914aaabd4b,Timeout occurred while waiting for response.
138a386c-8b79-4e8e-876e-cf914aaabd4b,Patch deployment in progress - system running in degraded mode.
94d0742f-fa13-4f94-9101-90bc61ab875b,System resources exhausted: CPU at 95%.
94d0742f-fa13-4f94-9101-90bc61ab875b,Retrying the request due to transient error.
94d0742f-fa13-4f94-9101-90bc61ab875b,Validation failed due to missing headers.
d6519a24-9061-4a3b-9baf-0e99cfded92b,Timeout occurred while waiting for response.
d6519a24-9061-4a3b-9baf-0e99cfded92b,Retrying the request due to transient error.
d03eaea0-30e0-4920-bf83-92a363b0922f,Request forwarded to backend service.
d03eaea0-30e0-4920-bf83-92a363b0922f,Retrying the request due to transient error.
d03eaea0-30e0-4920-bf83-92a363b0922f,Patch deployment in progress - system running in degraded mode.
d03eaea0-30e0-4920-bf83-92a363b0922f,Timeout occurred while waiting for response.
d03eaea0-30e0-4920-bf83-92a363b0922f,SGA encountered a technical error at stage 2.
e8336ab0-9029-4a7c-96ed-209a2b54166b,Patch deployment in progress - system running in degraded mode.
e8336ab0-9029-4a7c-96ed-209a2b54166b,Trace completed with status code 500.
e8336ab0-9029-4a7c-96ed-209a2b54166b,Timeout occurred while waiting for response.
8782137d-dcb8-427e-a5f9-d9024905ffd6,Malformed JSON received in response payload.
8782137d-dcb8-427e-a5f9-d9024905ffd6,Retrying the request due to transient error.
8782137d-dcb8-427e-a5f9-d9024905ffd6,Validation failed due to missing headers.
b5bbb28e-59c4-4105-b80e-b3b5629485f2,Validation failed due to missing headers.
b5bbb28e-59c4-4105-b80e-b3b5629485f2,Malformed JSON received in response payload.
e60fb7cd-9146-4a98-99c3-f16a975d72df,Validation failed due to missing headers.
e60fb7cd-9146-4a98-99c3-f16a975d72df,Malformed JSON received in response payload.
e60fb7cd-9146-4a98-99c3-f16a975d72df,Timeout occurred while waiting for response.
e60fb7cd-9146-4a98-99c3-f16a975d72df,System resources exhausted: CPU at 95%.
2d51585d-65bb-40ef-8da5-33d4eedecf42,Malformed JSON received in response payload.
2d51585d-65bb-40ef-8da5-33d4eedecf42,SGA encountered a technical error at stage 2.
2d51585d-65bb-40ef-8da5-33d4eedecf42,Retrying the request due to transient error.
2d51585d-65bb-40ef-8da5-33d4eedecf42,System resources exhausted: CPU at 95%.
87432765-1f36-4f92-a079-18866eea7555,Trace completed with status code 500.
87432765-1f36-4f92-a079-18866eea7555,Request forwarded to backend service.
87432765-1f36-4f92-a079-18866eea7555,Timeout occurred while waiting for response.
87432765-1f36-4f92-a079-18866eea7555,System resources exhausted: CPU at 95%.
87432765-1f36-4f92-a079-18866eea7555,SGA encountered a technical error at stage 2.
f15f796f-2fe1-4e7c-9c80-e29868eb1357,Error: Authentication token expired.
f15f796f-2fe1-4e7c-9c80-e29868eb1357,Trace completed with status code 500.
f15f796f-2fe1-4e7c-9c80-e29868eb1357,System resources exhausted: CPU at 95%.
f15f796f-2fe1-4e7c-9c80-e29868eb1357,Timeout occurred while waiting for response.
5167aa54-3140-4734-900c-9cea3b21ef60,System resources exhausted: CPU at 95%.
5167aa54-3140-4734-900c-9cea3b21ef60,Retrying the request due to transient error.
5167aa54-3140-4734-900c-9cea3b21ef60,Request forwarded to backend service.
57accad2-3ea0-4139-8540-9001c9494360,Patch deployment in progress - system running in degraded mode.
57accad2-3ea0-4139-8540-9001c9494360,Trace completed with status code 500.
57accad2-3ea0-4139-8540-9001c9494360,SGA encountered a technical error at stage 2.
57accad2-3ea0-4139-8540-9001c9494360,Retrying the request due to transient error.
57accad2-3ea0-4139-8540-9001c9494360,Request forwarded to backend service.
d95a5adb-1aa7-45e2-aacc-b2215f06b061,"Request received by gateway, processing started."
d95a5adb-1aa7-45e2-aacc-b2215f06b061,Error: Authentication token expired.
d95a5adb-1aa7-45e2-aacc-b2215f06b061,Timeout occurred while waiting for response.
41410c36-63c1-4b00-8302-10b80491f9cf,Malformed JSON received in response payload.
41410c36-63c1-4b00-8302-10b80491f9cf,Timeout occurred while waiting for response.
41410c36-63c1-4b00-8302-10b80491f9cf,System resources exhausted: CPU at 95%.
41410c36-63c1-4b00-8302-10b80491f9cf,"Request received by gateway, processing started."
41410c36-63c1-4b00-8302-10b80491f9cf,Retrying the request due to transient error.
e4e94735-3eb1-4bf8-afbe-3e3069d9d228,Request forwarded to backend service.
e4e94735-3eb1-4bf8-afbe-3e3069d9d228,System resources exhausted: CPU at 95%.
b37fe3f5-9352-483e-b8b7-395021c11acd,Timeout occurred while waiting for response.
b37fe3f5-9352-483e-b8b7-395021c11acd,Malformed JSON received in response payload.
b37fe3f5-9352-483e-b8b7-395021c11acd,Request forwarded to backend service.
b37fe3f5-9352-483e-b8b7-395021c11acd,Retrying the request due to transient error.
78f42cdd-a2e8-4b2e-a94c-d24c1f70402f,Error: Authentication token expired.
78f42cdd-a2e8-4b2e-a94c-d24c1f70402f,"Request received by gateway, processing started."
78f42cdd-a2e8-4b2e-a94c-d24c1f70402f,SGA encountered a technical error at stage 2.
78f42cdd-a2e8-4b2e-a94c-d24c1f70402f,Timeout occurred while waiting for response.
78f42cdd-a2e8-4b2e-a94c-d24c1f70402f,Retrying the request due to transient error.
de30cf02-72be-41f9-ab43-6e319f20651a,Malformed JSON received in response payload.
de30cf02-72be-41f9-ab43-6e319f20651a,Patch deployment in progress - system running in degraded mode.
de30cf02-72be-41f9-ab43-6e319f20651a,Validation failed due to missing headers.
de30cf02-72be-41f9-ab43-6e319f20651a,Trace completed with status code 500.
30439d81-9e06-4e66-8efa-2fd4562bfd7c,Validation failed due to missing headers.
30439d81-9e06-4e66-8efa-2fd4562bfd7c,"Request received by gateway, processing started."
30439d81-9e06-4e66-8efa-2fd4562bfd7c,SGA encountered a technical error at stage 2.
30439d81-9e06-4e66-8efa-2fd4562bfd7c,Trace completed with status code 500.
30439d81-9e06-4e66-8efa-2fd4562bfd7c,Malformed JSON received in response payload.
24ad429d-a672-4841-abac-1e590cd8c76e,Validation failed due to missing headers.
24ad429d-a672-4841-abac-1e590cd8c76e,Malformed JSON received in response payload.
24ad429d-a672-4841-abac-1e590cd8c76e,"Request received by gateway, processing started."
78a17db6-ae6e-49c2-87d9-44e7d006cc34,Malformed JSON received in response payload.
78a17db6-ae6e-49c2-87d9-44e7d006cc34,Trace completed with status code 500.
698d3eb7-fc43-45e7-b163-cebd71c1ee8a,"Request received by gateway, processing started."
698d3eb7-fc43-45e7-b163-cebd71c1ee8a,Error: Authentication token expired.
698d3eb7-fc43-45e7-b163-cebd71c1ee8a,Malformed JSON received in response payload.
698d3eb7-fc43-45e7-b163-cebd71c1ee8a,SGA encountered a technical error at stage 2.
49f622b8-b301-4a9d-9941-f4679a5c4f8d,Request forwarded to backend service.
49f622b8-b301-4a9d-9941-f4679a5c4f8d,Patch deployment in progress - system running in degraded mode.
49f622b8-b301-4a9d-9941-f4679a5c4f8d,Malformed JSON received in response payload.
49f622b8-b301-4a9d-9941-f4679a5c4f8d,Validation failed due to missing headers.
b178aa7d-cc81-4c10-b63c-50373aa7ceac,Trace completed with status code 500.
b178aa7d-cc81-4c10-b63c-50373aa7ceac,SGA encountered a technical error at stage 2.
5dccfa6b-1fab-4aa7-816c-b8c9730eac4c,System resources exhausted: CPU at 95%.
5dccfa6b-1fab-4aa7-816c-b8c9730eac4c,Request forwarded to backend service.
63878e4d-1e40-4d48-afb5-c588a659a3e7,"Request received by gateway, processing started."
63878e4d-1e40-4d48-afb5-c588a659a3e7,Trace completed with status code 500.
63878e4d-1e40-4d48-afb5-c588a659a3e7,System resources exhausted: CPU at 95%.
63878e4d-1e40-4d48-afb5-c588a659a3e7,Malformed JSON received in response payload.
7aac7d69-d955-4db5-8cfa-d80066e8f513,Request forwarded to backend service.
7aac7d69-d955-4db5-8cfa-d80066e8f513,Timeout occurred while waiting for response.
7aac7d69-d955-4db5-8cfa-d80066e8f513,Error: Authentication token expired.
b1363ba1-fb15-42a3-87ac-a15dcc17a908,System resources exhausted: CPU at 95%.
b1363ba1-fb15-42a3-87ac-a15dcc17a908,Retrying the request due to transient error.
b1363ba1-fb15-42a3-87ac-a15dcc17a908,"Request received by gateway, processing started."
b1363ba1-fb15-42a3-87ac-a15dcc17a908,SGA encountered a technical error at stage 2.
a6ae8629-e1c8-4497-ab84-32b78635f444,Retrying the request due to transient error.
a6ae8629-e1c8-4497-ab84-32b78635f444,Error: Authentication token expired.
a6ae8629-e1c8-4497-ab84-32b78635f444,SGA encountered a technical error at stage 2.
a6ae8629-e1c8-4497-ab84-32b78635f444,Trace completed with status code 500.
2418ec28-9593-431a-a398-3b230746c83b,Request forwarded to backend service.
2418ec28-9593-431a-a398-3b230746c83b,SGA encountered a technical error at stage 2.
6e1a8d07-a67e-409d-8d80-7a385417241b,Validation failed due to missing headers.
6e1a8d07-a67e-409d-8d80-7a385417241b,System resources exhausted: CPU at 95%.
6e1a8d07-a67e-409d-8d80-7a385417241b,Request forwarded to backend service.
6e1a8d07-a67e-409d-8d80-7a385417241b,Trace completed with status code 500.
6e1a8d07-a67e-409d-8d80-7a385417241b,Error: Authentication token expired.
4719ffd6-24ff-454e-9c62-da2bfca8bd05,"Request received by gateway, processing started."
4719ffd6-24ff-454e-9c62-da2bfca8bd05,Patch deployment in progress - system running in degraded mode.
4719ffd6-24ff-454e-9c62-da2bfca8bd05,Trace completed with status code 500.
2992085c-2157-4f6f-856d-e75d95f4adac,"Request received by gateway, processing started."
2992085c-2157-4f6f-856d-e75d95f4adac,Malformed JSON received in response payload.
246afb56-298d-45d6-8cde-e4107ad36371,SGA encountered a technical error at stage 2.
246afb56-298d-45d6-8cde-e4107ad36371,Error: Authentication token expired.
246afb56-298d-45d6-8cde-e4107ad36371,Trace completed with status code 500.
246afb56-298d-45d6-8cde-e4107ad36371,"Request received by gateway, processing started."
246afb56-298d-45d6-8cde-e4107ad36371,Timeout occurred while waiting for response.
fe62f3e8-9a21-4e7e-8e44-6191179ff789,Timeout occurred while waiting for response.
fe62f3e8-9a21-4e7e-8e44-6191179ff789,Trace completed with status code 500.
fe62f3e8-9a21-4e7e-8e44-6191179ff789,SGA encountered a technical error at stage 2.
fe62f3e8-9a21-4e7e-8e44-6191179ff789,System resources exhausted: CPU at 95%.
fe62f3e8-9a21-4e7e-8e44-6191179ff789,"Request received by gateway, processing started."
bff7789f-3c4c-4f3c-954c-a73d3c7812b2,Patch deployment in progress - system running in degraded mode.
bff7789f-3c4c-4f3c-954c-a73d3c7812b2,Error: Authentication token expired.
bff7789f-3c4c-4f3c-954c-a73d3c7812b2,Trace completed with status code 500.
bff7789f-3c4c-4f3c-954c-a73d3c7812b2,"Request received by gateway, processing started."
3f20b8a5-8519-43f4-b1ff-e7ec00f7b237,System resources exhausted: CPU at 95%.
3f20b8a5-8519-43f4-b1ff-e7ec00f7b237,Request forwarded to backend service.
3f20b8a5-8519-43f4-b1ff-e7ec00f7b237,Validation failed due to missing headers.
3f20b8a5-8519-43f4-b1ff-e7ec00f7b237,Trace completed with status code 500.
beb812d1-fbf3-4129-b1f6-581479174846,Error: Authentication token expired.
beb812d1-fbf3-4129-b1f6-581479174846,SGA encountered a technical error at stage 2.
beb812d1-fbf3-4129-b1f6-581479174846,Patch deployment in progress - system running in degraded mode.
beb812d1-fbf3-4129-b1f6-581479174846,"Request received by gateway, processing started."
beb812d1-fbf3-4129-b1f6-581479174846,Trace completed with status code 500.
16e2d694-3f8b-4c82-9b3b-e2556dadc799,Request forwarded to backend service.
16e2d694-3f8b-4c82-9b3b-e2556dadc799,Error: Authentication token expired.
16e2d694-3f8b-4c82-9b3b-e2556dadc799,Timeout occurred while waiting for response.
c8076b79-f9d8-4ab4-a3dc-0e9c06513009,"Request received by gateway, processing started."
c8076b79-f9d8-4ab4-a3dc-0e9c06513009,System resources exhausted: CPU at 95%.
c8076b79-f9d8-4ab4-a3dc-0e9c06513009,Trace completed with status code 500.
c8076b79-f9d8-4ab4-a3dc-0e9c06513009,Patch deployment in progress - system running in degraded mode.
40782495-54a1-43d5-883e-94c4018e6502,Error: Authentication token expired.
40782495-54a1-43d5-883e-94c4018e6502,Malformed JSON received in response payload.
283a0767-9e43-4554-a9e5-0856ce31b8d1,Malformed JSON received in response payload.
283a0767-9e43-4554-a9e5-0856ce31b8d1,Retrying the request due to transient error.
283a0767-9e43-4554-a9e5-0856ce31b8d1,System resources exhausted: CPU at 95%.
283a0767-9e43-4554-a9e5-0856ce31b8d1,"Request received by gateway, processing started."
84db1970-5f4e-4df8-a652-c3bd1a78118c,Error: Authentication token expired.
84db1970-5f4e-4df8-a652-c3bd1a78118c,Patch deployment in progress - system running in degraded mode.
84db1970-5f4e-4df8-a652-c3bd1a78118c,"Request received by gateway, processing started."
84db1970-5f4e-4df8-a652-c3bd1a78118c,Retrying the request due to transient error.
84db1970-5f4e-4df8-a652-c3bd1a78118c,System resources exhausted: CPU at 95%.
ba1939d3-cb84-4caf-b325-f77cda0b2696,SGA encountered a technical error at stage 2.
ba1939d3-cb84-4caf-b325-f77cda0b2696,Patch deployment in progress - system running in degraded mode.
ba1939d3-cb84-4caf-b325-f77cda0b2696,Retrying the request due to transient error.
ba1939d3-cb84-4caf-b325-f77cda0b2696,Validation failed due to missing headers.
ba1939d3-cb84-4caf-b325-f77cda0b2696,Error: Authentication token expired.
43b1bc3c-799e-4cb0-b7d8-c5ddaac54dbb,SGA encountered a technical error at stage 2.
43b1bc3c-799e-4cb0-b7d8-c5ddaac54dbb,"Request received by gateway, processing started."
43b1bc3c-799e-4cb0-b7d8-c5ddaac54dbb,Patch deployment in progress - system running in degraded mode.
43b1bc3c-799e-4cb0-b7d8-c5ddaac54dbb,Validation failed due to missing headers.
f06cc3ea-8ae2-4a32-bb8b-93e2ec924932,Error: Authentication token expired.
f06cc3ea-8ae2-4a32-bb8b-93e2ec924932,SGA encountered a technical error at stage 2.
f06cc3ea-8ae2-4a32-bb8b-93e2ec924932,Validation failed due to missing headers.
f06cc3ea-8ae2-4a32-bb8b-93e2ec924932,Trace completed with status code 500.
215b1bd1-2a22-42ff-b376-9dab6b42c556,"Request received by gateway, processing started."
215b1bd1-2a22-42ff-b376-9dab6b42c556,Error: Authentication token expired.
215b1bd1-2a22-42ff-b376-9dab6b42c556,Request forwarded to backend service.
215b1bd1-2a22-42ff-b376-9dab6b42c556,Trace completed with status code 500.
215b1bd1-2a22-42ff-b376-9dab6b42c556,Patch deployment in progress - system running in degraded mode.
39c924cc-7e15-42ac-8eb5-83b2250fcba0,SGA encountered a technical error at stage 2.
39c924cc-7e15-42ac-8eb5-83b2250fcba0,Patch deployment in progress - system running in degraded mode.
39c924cc-7e15-42ac-8eb5-83b2250fcba0,Request forwarded to backend service.
39c924cc-7e15-42ac-8eb5-83b2250fcba0,Trace completed with status code 500.
0c93c2ed-ca2b-47d6-87d4-e05be3d18784,"Request received by gateway, processing started."
0c93c2ed-ca2b-47d6-87d4-e05be3d18784,System resources exhausted: CPU at 95%.
0f0b87c8-3f05-4d14-a205-9efea6a2672c,Trace completed with status code 500.
