,incident_id,description,category,urgency,status,ci_id,cr_number,resolution,tags,incident_date,cause,app,app_name,trace_id
234,INC10234,Service timeout in EU region,Authentication,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, crash, db",2025-03-12,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,38cade25-1609-4308-b73d-3161b06fbb55
235,INC10235,Unable to access service,Connectivity,High,Open,"DB103,DB101,DB102",CRQ999929,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, db, dns",2025-02-22,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,52e258e8-a7bf-402d-b09f-11e772415873
236,INC10236,High latency in application,Database,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, latency, firewall",2025-02-25,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,0046378f-5054-4ab3-9b50-f9df0af41d22
237,INC10237,System rebooted unexpectedly,Network,Low,Resolved,"FW001,FW002,FW003",CRQ992693,Issue resolved after thorough analysis and corrective action taken.,"latency, dns, firewall",2025-02-24,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
238,INC10238,High latency in application,Database,High,In Progress,FW001,CRQ914970,Issue resolved after thorough analysis and corrective action taken.,"crash, firewall, dns",2025-02-24,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,b7eba80b-0749-40a6-bfcb-56fa13ae0de2
239,INC10239,Database connection issues,Connectivity,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, firewall, latency",2025-03-05,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
240,INC10240,Service timeout in EU region,Connectivity,High,Open,"DB101,DB103",CRQ956589,Issue resolved after thorough analysis and corrective action taken.,"db, router, timeout",2025-02-22,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
241,INC10241,Database connection issues,Connectivity,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"crash, db, timeout",2025-02-23,Generic operational issue requiring investigation.,DBG,Database Group,
242,INC10242,Application not responding,Performance,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"auth, router, dns",2025-03-06,Generic operational issue requiring investigation.,NOG,Network Operations Group,6753010b-d532-4a31-acec-75d24f7af20c
243,INC10243,Authentication failed for multiple users,Connectivity,Low,Resolved,"NW201,NW202",CRQ946030,Issue resolved after thorough analysis and corrective action taken.,"router, crash, latency",2025-03-12,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,
244,INC10244,Unable to access service,Connectivity,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"router, crash, db",2025-03-19,Generic operational issue requiring investigation.,DBG,Database Group,
245,INC10245,DNS lookup failed,Database,High,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"timeout, router, crash",2025-03-06,Generic operational issue requiring investigation.,NOG,Network Operations Group,
246,INC10246,DNS lookup failed,Database,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"auth, db, crash",2025-03-04,Generic operational issue requiring investigation.,DBG,Database Group,e6ecd71e-7fbe-4eb2-be86-983c596ae846
247,INC10247,Application not responding,Authentication,Low,Resolved,"DB101,DB103",CRQ968091,Issue resolved after thorough analysis and corrective action taken.,"latency, crash, db",2025-03-13,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,1dd0a4d7-f0e3-43a5-ab30-2c5bc45915ac
248,INC10248,Packet loss observed,Performance,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, auth, router",2025-03-07,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
249,INC10249,Unable to access service,Network,Low,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"router, db, latency",2025-03-18,Generic operational issue requiring investigation.,DBG,Database Group,8dbcef79-d4dd-4605-9890-926c91bb2b0e
250,INC10250,System rebooted unexpectedly,Network,High,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"crash, db, router",2025-03-21,Generic operational issue requiring investigation.,DBG,Database Group,964645b1-c46b-49e7-aad2-bab8f7514185
251,INC10251,Application not responding,Network,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"router, crash, db",2025-02-23,Generic operational issue requiring investigation.,DBG,Database Group,
252,INC10252,System rebooted unexpectedly,Authentication,Medium,Open,,,Configuration corrected and validated with relevant teams before restoration.,"crash, latency, dns",2025-02-22,Generic operational issue requiring investigation.,NOG,Network Operations Group,a2a21a06-a482-4e43-b958-ceede70d2922
253,INC10253,Unable to access service,Database,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, dns, db",2025-03-03,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
254,INC10254,Application not responding,Performance,Low,Open,,,Issue resolved after thorough analysis and corrective action taken.,"db, crash, dns",2025-03-18,Generic operational issue requiring investigation.,DBG,Database Group,
255,INC10255,High latency in application,Network,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"latency, db, router",2025-02-26,Generic operational issue requiring investigation.,DBG,Database Group,
256,INC10256,Unable to access service,Authentication,Low,Open,,,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, firewall, crash",2025-03-19,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
257,INC10257,Authentication failed for multiple users,Connectivity,Low,Resolved,"NW201,NW203",CRQ929453,Resolved by restarting the impacted services and monitoring the system for stability.,"dns, router, crash",2025-03-11,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,
258,INC10258,Unable to access service,Authentication,Low,Open,"FW003,FW002",CRQ950377,Configuration corrected and validated with relevant teams before restoration.,"auth, firewall, timeout",2025-02-28,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,a2e7fc19-37d2-4713-9c39-fe812132eb96
259,INC10259,Database connection issues,Performance,Low,In Progress,"DB102,DB103",CRQ974136,Issue resolved after thorough analysis and corrective action taken.,"crash, timeout, dns",2025-02-26,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
260,INC10260,System rebooted unexpectedly,Performance,Medium,Resolved,"FW003,FW002",CRQ978702,Resolved by restarting the impacted services and monitoring the system for stability.,"router, latency, firewall",2025-02-28,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,5519fb27-9dbd-473c-b94f-fe0d6d62cde7
261,INC10261,Firewall blocking outgoing traffic,Performance,Low,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"dns, timeout, db",2025-03-09,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
262,INC10262,High latency in application,Database,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, crash, latency",2025-02-26,Generic operational issue requiring investigation.,NOG,Network Operations Group,b5a579c7-8497-49fd-84d5-a57f0546e676
263,INC10263,System rebooted unexpectedly,Authentication,Low,Open,,,Resolved by restarting the impacted services and monitoring the system for stability.,"auth, db, firewall",2025-03-03,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,253e45b8-4bdb-405b-b1b8-a877438158f0
264,INC10264,Firewall blocking outgoing traffic,Performance,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, router, dns",2025-03-13,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
265,INC10265,Database connection issues,Authentication,Medium,In Progress,"DB103,DB101,DB102",CRQ934782,Issue resolved after thorough analysis and corrective action taken.,"latency, auth, dns",2025-03-05,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
266,INC10266,Unable to access service,Performance,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, db, latency",2025-03-18,Generic operational issue requiring investigation.,DBG,Database Group,138a386c-8b79-4e8e-876e-cf914aaabd4b
267,INC10267,System rebooted unexpectedly,Authentication,Medium,Resolved,DB103,CRQ968525,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, auth, db",2025-03-10,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
268,INC10268,High latency in application,Database,High,Resolved,FW002,CRQ914632,Issue resolved after thorough analysis and corrective action taken.,"firewall, db, dns",2025-03-07,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,94d0742f-fa13-4f94-9101-90bc61ab875b
269,INC10269,DNS lookup failed,Performance,Low,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"crash, db, dns",2025-03-02,Generic operational issue requiring investigation.,DBG,Database Group,
270,INC10270,Firewall blocking outgoing traffic,Performance,Medium,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, auth, router",2025-02-26,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
271,INC10271,Packet loss observed,Authentication,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"auth, db, crash",2025-02-22,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
272,INC10272,Application not responding,Database,Medium,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"crash, db, dns",2025-03-10,Generic operational issue requiring investigation.,DBG,Database Group,d6519a24-9061-4a3b-9baf-0e99cfded92b
273,INC10273,Packet loss observed,Database,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"latency, auth, router",2025-03-04,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
274,INC10274,Firewall blocking outgoing traffic,Authentication,Medium,Resolved,"FW002,FW001",CRQ953036,Issue resolved after thorough analysis and corrective action taken.,"firewall, auth, db",2025-03-11,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,d03eaea0-30e0-4920-bf83-92a363b0922f
275,INC10275,Firewall blocking outgoing traffic,Performance,High,In Progress,"FW003,FW002",CRQ966070,Issue resolved after thorough analysis and corrective action taken.,"db, timeout, firewall",2025-02-19,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
276,INC10276,Unable to access service,Network,Low,Resolved,"FW002,FW001,FW003",CRQ914294,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, db, firewall",2025-03-15,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
277,INC10277,Unable to access service,Performance,Medium,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"latency, auth, dns",2025-03-03,Generic operational issue requiring investigation.,NOG,Network Operations Group,e8336ab0-9029-4a7c-96ed-209a2b54166b
278,INC10278,DNS lookup failed,Performance,Medium,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"dns, latency, auth",2025-03-19,Generic operational issue requiring investigation.,NOG,Network Operations Group,
279,INC10279,Authentication failed for multiple users,Network,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"db, latency, timeout",2025-03-17,Generic operational issue requiring investigation.,DBG,Database Group,
280,INC10280,Packet loss observed,Network,Low,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"dns, router, latency",2025-03-07,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,8782137d-dcb8-427e-a5f9-d9024905ffd6
281,INC10281,Firewall blocking outgoing traffic,Performance,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"crash, firewall, dns",2025-02-27,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
282,INC10282,High latency in application,Authentication,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, router, crash",2025-03-02,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,b5bbb28e-59c4-4105-b80e-b3b5629485f2
283,INC10283,Application not responding,Network,High,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"firewall, router, crash",2025-03-08,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,e60fb7cd-9146-4a98-99c3-f16a975d72df
284,INC10284,Database connection issues,Authentication,Low,In Progress,"DB102,DB103",CRQ976879,Configuration corrected and validated with relevant teams before restoration.,"latency, timeout, router",2025-03-17,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
285,INC10285,High latency in application,Performance,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, latency, db",2025-02-23,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
286,INC10286,Authentication failed for multiple users,Network,Medium,Open,"NW203,NW201",CRQ969202,Issue resolved after thorough analysis and corrective action taken.,"timeout, crash, latency",2025-03-20,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,2d51585d-65bb-40ef-8da5-33d4eedecf42
287,INC10287,Packet loss observed,Network,High,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"auth, timeout, db",2025-03-20,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,87432765-1f36-4f92-a079-18866eea7555
288,INC10288,Unable to access service,Performance,High,Open,"NW201,NW202",CRQ952911,Configuration corrected and validated with relevant teams before restoration.,"latency, timeout, router",2025-03-16,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,
289,INC10289,Firewall blocking outgoing traffic,Database,Medium,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"dns, firewall, db",2025-02-24,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
290,INC10290,Unable to access service,Database,Medium,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"router, db, auth",2025-03-10,Generic operational issue requiring investigation.,DBG,Database Group,f15f796f-2fe1-4e7c-9c80-e29868eb1357
291,INC10291,System rebooted unexpectedly,Database,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"auth, router, latency",2025-03-16,Generic operational issue requiring investigation.,NOG,Network Operations Group,5167aa54-3140-4734-900c-9cea3b21ef60
292,INC10292,DNS lookup failed,Database,Low,Resolved,FW001,CRQ968091,Resolved by restarting the impacted services and monitoring the system for stability.,"crash, firewall, router",2025-03-10,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,57accad2-3ea0-4139-8540-9001c9494360
293,INC10293,DNS lookup failed,Connectivity,Medium,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"dns, timeout, router",2025-02-21,Generic operational issue requiring investigation.,NOG,Network Operations Group,d95a5adb-1aa7-45e2-aacc-b2215f06b061
294,INC10294,Service timeout in EU region,Database,Low,Open,"NW203,NW201",CRQ917471,Issue resolved after thorough analysis and corrective action taken.,"dns, timeout, latency",2025-03-04,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,
295,INC10295,Service timeout in EU region,Authentication,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, latency, firewall",2025-02-26,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,41410c36-63c1-4b00-8302-10b80491f9cf
296,INC10296,DNS lookup failed,Connectivity,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"crash, dns, auth",2025-03-18,Generic operational issue requiring investigation.,AIG,Authentication and Identity Group,e4e94735-3eb1-4bf8-afbe-3e3069d9d228
297,INC10297,DNS lookup failed,Network,Low,Open,NW202,CRQ962481,Issue resolved after thorough analysis and corrective action taken.,"timeout, router, auth",2025-03-17,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,b37fe3f5-9352-483e-b8b7-395021c11acd
298,INC10298,Unable to access service,Network,High,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, firewall, dns",2025-03-20,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
299,INC10299,Authentication failed for multiple users,Authentication,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"router, timeout, latency",2025-02-24,Generic operational issue requiring investigation.,NOG,Network Operations Group,78f42cdd-a2e8-4b2e-a94c-d24c1f70402f
300,INC10300,Unable to access service,Authentication,Low,In Progress,"NW201,NW203,NW202",CRQ986819,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, auth, router",2025-03-09,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,de30cf02-72be-41f9-ab43-6e319f20651a
301,INC10301,Application not responding,Authentication,Low,Open,,,Configuration corrected and validated with relevant teams before restoration.,"db, crash, timeout",2025-03-01,Generic operational issue requiring investigation.,DBG,Database Group,
302,INC10302,Unable to access service,Database,High,Open,AU301,CRQ969332,Issue resolved after thorough analysis and corrective action taken.,"crash, dns, auth",2025-03-14,Incident caused due to a recent change implementation which led to system instability.,AIG,Authentication and Identity Group,30439d81-9e06-4e66-8efa-2fd4562bfd7c
303,INC10303,Firewall blocking outgoing traffic,Connectivity,Medium,Open,,,Configuration corrected and validated with relevant teams before restoration.,"dns, router, crash",2025-02-21,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
304,INC10304,System rebooted unexpectedly,Performance,Low,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"auth, router, firewall",2025-02-24,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
305,INC10305,Packet loss observed,Database,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"auth, latency, dns",2025-03-17,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,24ad429d-a672-4841-abac-1e590cd8c76e
306,INC10306,Database connection issues,Performance,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"crash, auth, firewall",2025-03-01,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
307,INC10307,Database connection issues,Network,Medium,In Progress,DB103,CRQ920154,Issue resolved after thorough analysis and corrective action taken.,"db, latency, crash",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
308,INC10308,Packet loss observed,Connectivity,High,In Progress,FW001,CRQ979331,Issue resolved after thorough analysis and corrective action taken.,"router, timeout, db",2025-03-17,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,78a17db6-ae6e-49c2-87d9-44e7d006cc34
309,INC10309,High latency in application,Network,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"crash, firewall, latency",2025-03-02,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,698d3eb7-fc43-45e7-b163-cebd71c1ee8a
310,INC10310,Firewall blocking outgoing traffic,Database,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"dns, latency, timeout",2025-03-21,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
311,INC10311,DNS lookup failed,Connectivity,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"auth, dns, router",2025-02-27,Generic operational issue requiring investigation.,NOG,Network Operations Group,
312,INC10312,High latency in application,Performance,Medium,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"dns, firewall, auth",2025-03-16,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
313,INC10313,Application not responding,Network,Medium,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"router, db, firewall",2025-03-21,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
314,INC10314,Packet loss observed,Database,High,Open,FW003,CRQ917864,Issue resolved after thorough analysis and corrective action taken.,"db, timeout, latency",2025-02-26,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
315,INC10315,Unable to access service,Database,Medium,Resolved,"DB101,DB103",CRQ986819,Issue resolved after thorough analysis and corrective action taken.,"db, dns, timeout",2025-03-14,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,49f622b8-b301-4a9d-9941-f4679a5c4f8d
316,INC10316,Application not responding,Performance,Medium,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"db, dns, crash",2025-03-03,Generic operational issue requiring investigation.,DBG,Database Group,
317,INC10317,Authentication failed for multiple users,Performance,High,Open,DB103,CRQ949002,Issue resolved after thorough analysis and corrective action taken.,"router, db, crash",2025-02-20,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
318,INC10318,Unable to access service,Connectivity,High,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"crash, timeout, latency",2025-02-25,Generic operational issue requiring investigation.,NOG,Network Operations Group,
319,INC10319,Database connection issues,Database,Low,In Progress,"DB102,DB103,DB101",CRQ925114,Issue resolved after thorough analysis and corrective action taken.,"auth, crash, timeout",2025-02-19,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,
320,INC10320,High latency in application,Authentication,High,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"firewall, timeout, router",2025-03-12,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
321,INC10321,System rebooted unexpectedly,Network,High,Resolved,"NW203,NW201,NW202",CRQ941898,Issue resolved after thorough analysis and corrective action taken.,"latency, dns, router",2025-03-02,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,b178aa7d-cc81-4c10-b63c-50373aa7ceac
322,INC10322,Service timeout in EU region,Authentication,Low,In Progress,NW202,CRQ960466,Issue resolved after thorough analysis and corrective action taken.,"latency, crash, auth",2025-02-20,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,5dccfa6b-1fab-4aa7-816c-b8c9730eac4c
323,INC10323,Firewall blocking outgoing traffic,Authentication,Medium,Open,FW001,CRQ976879,Configuration corrected and validated with relevant teams before restoration.,"latency, dns, db",2025-03-18,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
324,INC10324,Application not responding,Connectivity,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"latency, db, auth",2025-03-10,Generic operational issue requiring investigation.,DBG,Database Group,63878e4d-1e40-4d48-afb5-c588a659a3e7
325,INC10325,Database connection issues,Performance,Low,Open,,,Issue resolved after thorough analysis and corrective action taken.,"crash, timeout, latency",2025-03-14,Generic operational issue requiring investigation.,DBG,Database Group,
326,INC10326,Authentication failed for multiple users,Performance,Medium,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"dns, latency, db",2025-03-05,Generic operational issue requiring investigation.,DBG,Database Group,
327,INC10327,High latency in application,Database,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, firewall, auth",2025-03-11,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
328,INC10328,High latency in application,Performance,Low,In Progress,"NW202,NW201",CRQ906962,Configuration corrected and validated with relevant teams before restoration.,"timeout, crash, router",2025-02-26,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,7aac7d69-d955-4db5-8cfa-d80066e8f513
329,INC10329,Database connection issues,Connectivity,Low,Resolved,,,Resolved by restarting the impacted services and monitoring the system for stability.,"latency, firewall, auth",2025-03-10,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,b1363ba1-fb15-42a3-87ac-a15dcc17a908
330,INC10330,High latency in application,Connectivity,Medium,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"latency, firewall, timeout",2025-03-13,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,a6ae8629-e1c8-4497-ab84-32b78635f444
331,INC10331,Database connection issues,Database,High,Open,FW003,CRQ905981,Configuration corrected and validated with relevant teams before restoration.,"auth, timeout, firewall",2025-03-05,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,
332,INC10332,Firewall blocking outgoing traffic,Connectivity,Medium,Open,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, router, dns",2025-03-03,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
333,INC10333,Authentication failed for multiple users,Authentication,Low,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"crash, dns, router",2025-03-18,Generic operational issue requiring investigation.,NOG,Network Operations Group,2418ec28-9593-431a-a398-3b230746c83b
334,INC10334,Firewall blocking outgoing traffic,Network,High,Resolved,,,Configuration corrected and validated with relevant teams before restoration.,"timeout, latency, router",2025-03-01,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,6e1a8d07-a67e-409d-8d80-7a385417241b
335,INC10335,System rebooted unexpectedly,Network,Low,Open,,,Issue resolved after thorough analysis and corrective action taken.,"latency, crash, auth",2025-03-15,Generic operational issue requiring investigation.,NOG,Network Operations Group,
336,INC10336,Database connection issues,Connectivity,High,In Progress,"DB102,DB101",CRQ968001,Issue resolved after thorough analysis and corrective action taken.,"dns, auth, db",2025-02-23,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,4719ffd6-24ff-454e-9c62-da2bfca8bd05
337,INC10337,DNS lookup failed,Network,Medium,Open,NW203,CRQ946061,Issue resolved after thorough analysis and corrective action taken.,"router, dns, timeout",2025-02-24,Incident caused due to a recent change implementation which led to system instability.,NOG,Network Operations Group,
338,INC10338,Service timeout in EU region,Connectivity,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"dns, timeout, firewall",2025-03-10,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,2992085c-2157-4f6f-856d-e75d95f4adac
339,INC10339,Service timeout in EU region,Connectivity,Low,Open,"FW002,FW003,FW001",CRQ968091,Issue resolved after thorough analysis and corrective action taken.,"firewall, auth, timeout",2025-03-19,Incident caused due to a recent change implementation which led to system instability.,EFG,Enterprise Firewall Group,246afb56-298d-45d6-8cde-e4107ad36371
340,INC10340,Firewall blocking outgoing traffic,Connectivity,Low,Open,,,Issue resolved after thorough analysis and corrective action taken.,"router, crash, firewall",2025-03-05,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,fe62f3e8-9a21-4e7e-8e44-6191179ff789
341,INC10341,DNS lookup failed,Database,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"crash, db, latency",2025-03-03,Generic operational issue requiring investigation.,DBG,Database Group,bff7789f-3c4c-4f3c-954c-a73d3c7812b2
342,INC10342,Service timeout in EU region,Database,High,Open,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, latency, dns",2025-02-27,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
343,INC10343,Authentication failed for multiple users,Connectivity,Low,Resolved,,,Issue resolved after thorough analysis and corrective action taken.,"firewall, router, auth",2025-03-11,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,
344,INC10344,Unable to access service,Connectivity,High,Open,,,Configuration corrected and validated with relevant teams before restoration.,"crash, timeout, dns",2025-03-18,Generic operational issue requiring investigation.,SGA,Secure Gateway App,3f20b8a5-8519-43f4-b1ff-e7ec00f7b237
345,INC10345,Firewall blocking outgoing traffic,Database,High,Open,,,Resolved by restarting the impacted services and monitoring the system for stability.,"timeout, dns, auth",2025-03-20,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,beb812d1-fbf3-4129-b1f6-581479174846
346,INC10346,Database connection issues,Performance,High,In Progress,DB102,CRQ918879,Issue resolved after thorough analysis and corrective action taken.,"dns, timeout, latency",2025-03-01,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,16e2d694-3f8b-4c82-9b3b-e2556dadc799
347,INC10347,Application not responding,Network,Low,Resolved,DB103,CRQ948529,Issue resolved after thorough analysis and corrective action taken.,"crash, dns, db",2025-03-17,Incident caused due to a recent change implementation which led to system instability.,DBG,Database Group,c8076b79-f9d8-4ab4-a3dc-0e9c06513009
348,INC10348,Authentication failed for multiple users,Performance,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"db, router, auth",2025-03-21,Generic operational issue requiring investigation.,DBG,Database Group,
349,INC10349,Database connection issues,Database,High,In Progress,,,Issue resolved after thorough analysis and corrective action taken.,"timeout, db, latency",2025-03-02,Generic operational issue requiring investigation.,DBG,Database Group,40782495-54a1-43d5-883e-94c4018e6502
350,INC10350,System rebooted unexpectedly,Network,High,In Progress,,,Resolved by restarting the impacted services and monitoring the system for stability.,"auth, crash, latency",2025-03-17,Generic operational issue requiring investigation.,NOG,Network Operations Group,283a0767-9e43-4554-a9e5-0856ce31b8d1
351,INC10351,High latency in application,Database,Low,In Progress,,,Configuration corrected and validated with relevant teams before restoration.,"auth, dns, firewall",2025-03-06,Generic operational issue requiring investigation.,EFG,Enterprise Firewall Group,84db1970-5f4e-4df8-a652-c3bd1a78118c
