incident_id,description,category,urgency,status,ci_id,cr_number,resolution,tags,incident_date,cause
INC10194,Unable to access service,Connectivity,Low,Resolved,CI-4E8CC79E,CRQ911238,Reconfigured firewall rules,"timeout, crash, latency",2025-02-24,Network Glitch
INC10195,Database connection issues,Database,Low,Open,CI-2439E08A,CRQ960466,Whitelisted IP range,"auth, firewall, dns",2025-03-10,Manual Error
INC10196,DNS lookup failed,Network,High,Open,CI-0A130978,CRQ969510,Cleared DNS cache,"latency, db, firewall",2025-03-10,Network Glitch
INC10197,System rebooted unexpectedly,Authentication,Medium,Resolved,CI-0A130978,CRQ937950,Updated routing table,"timeout, crash, latency",2025-03-13,Network Glitch
INC10198,High latency in application,Database,Low,Resolved,CI-4E8CC79E,CRQ911141,Increased heap size,"firewall, auth, crash",2025-02-26,Change
INC10199,Authentication failed for multiple users,Network,Low,Open,CI-817D3670,CRQ954177,,"firewall, crash, auth",2025-03-20,Change
INC10200,Authentication failed for multiple users,Network,High,Open,CI-B8CF575E,CRQ963276,Increased heap size,"router, crash, firewall",2025-02-23,Change
INC10201,System rebooted unexpectedly,Connectivity,High,Open,CI-0447FD5C,CRQ929849,,"dns, latency, crash",2025-03-07,Unknown
INC10202,Database connection issues,Connectivity,Medium,In Progress,CI-55755844,CRQ929741,Whitelisted IP range,"auth, db, firewall",2025-02-28,Change
INC10203,DNS lookup failed,Database,High,Resolved,CI-6E4827E0,CRQ931308,Updated routing table,"latency, firewall, crash",2025-03-02,Change
INC10204,Authentication failed for multiple users,Network,High,In Progress,CI-2439E08A,CRQ997727,,"crash, router, db",2025-03-21,Infra Issue
INC10205,Authentication failed for multiple users,Authentication,Medium,Resolved,CI-8FBDDC04,CRQ925316,,"dns, router, auth",2025-02-20,Change
INC10206,Authentication failed for multiple users,Database,Low,Resolved,CI-BA06172F,CRQ964163,Whitelisted IP range,"dns, router, latency",2025-02-26,Change
INC10207,Application not responding,Authentication,Medium,Resolved,CI-34393CCA,CRQ973827,Reconfigured firewall rules,"auth, router, crash",2025-03-15,Network Glitch
INC10208,Unable to access service,Database,Medium,Open,CI-291C7AF7,CRQ989911,Updated routing table,"dns, timeout, db",2025-03-08,Change
INC10209,System rebooted unexpectedly,Connectivity,High,Open,CI-46361946,CRQ991549,Updated routing table,"db, firewall, timeout",2025-02-21,Change
INC10210,Database connection issues,Connectivity,Medium,In Progress,CI-6FD9D455,CRQ976879,Reconfigured firewall rules,"timeout, router, db",2025-03-20,Network Glitch
INC10211,High latency in application,Database,Medium,In Progress,CI-8FBDDC04,CRQ990330,Restarted service,"crash, latency, firewall",2025-02-24,Manual Error
INC10212,Application not responding,Database,Medium,Open,CI-85009BE0,CRQ980747,Cleared DNS cache,"router, auth, firewall",2025-03-07,Unknown
INC10213,Firewall blocking outgoing traffic,Performance,Low,Resolved,CI-2D91E268,CRQ917471,Whitelisted IP range,"latency, db, dns",2025-02-19,Unknown
INC10214,Unable to access service,Database,Low,Open,CI-627A162A,CRQ959666,Increased heap size,"db, auth, dns",2025-03-16,Unknown
INC10215,DNS lookup failed,Connectivity,Medium,In Progress,CI-566F7AA7,CRQ929849,Updated routing table,"crash, firewall, db",2025-03-21,Network Glitch
INC10216,Packet loss observed,Database,Low,In Progress,CI-16880A9A,CRQ976879,Whitelisted IP range,"auth, firewall, crash",2025-02-27,Change
INC10217,Packet loss observed,Network,Medium,In Progress,CI-16880A9A,CRQ970012,Reconfigured firewall rules,"auth, dns, crash",2025-03-15,Unknown
INC10218,Authentication failed for multiple users,Authentication,High,In Progress,CI-79936698,CRQ969332,Whitelisted IP range,"latency, auth, dns",2025-03-06,Network Glitch
INC10219,Packet loss observed,Database,Low,Resolved,CI-E864E104,CRQ972289,Whitelisted IP range,"crash, timeout, dns",2025-02-19,Change
INC10220,Firewall blocking outgoing traffic,Connectivity,Low,In Progress,CI-001456E7,CRQ927582,Cleared DNS cache,"crash, timeout, dns",2025-03-20,Change
INC10221,Authentication failed for multiple users,Network,High,Resolved,CI-064526BF,CRQ960693,Whitelisted IP range,"crash, latency, auth",2025-03-19,Manual Error
INC10222,System rebooted unexpectedly,Connectivity,High,Resolved,CI-40208989,CRQ951441,Updated routing table,"dns, db, firewall",2025-03-20,Unknown
INC10223,Service timeout in EU region,Database,Low,Resolved,CI-619B8270,CRQ941898,Restarted service,"crash, router, timeout",2025-02-22,Manual Error
INC10224,Packet loss observed,Connectivity,High,In Progress,CI-6E4827E0,CRQ970129,Reconfigured firewall rules,"db, auth, crash",2025-03-17,Infra Issue
INC10225,Unable to access service,Performance,Low,Open,CI-92B49625,CRQ929539,Updated routing table,"auth, dns, latency",2025-03-17,Network Glitch
INC10226,Application not responding,Authentication,Medium,Resolved,CI-80DBA4BB,CRQ959933,Increased heap size,"dns, latency, auth",2025-02-27,Unknown
INC10227,System rebooted unexpectedly,Performance,Low,Resolved,CI-8BE00422,CRQ927582,Restarted service,"dns, timeout, latency",2025-03-07,Unknown
INC10228,Packet loss observed,Network,Medium,In Progress,CI-627A162A,CRQ911842,Cleared DNS cache,"router, firewall, auth",2025-02-22,Unknown
INC10229,Service timeout in EU region,Network,High,Resolved,CI-A7BC8E43,CRQ931725,Whitelisted IP range,"firewall, crash, timeout",2025-03-19,Change
INC10230,Application not responding,Authentication,Low,In Progress,CI-90A1989F,CRQ901060,Increased heap size,"firewall, latency, router",2025-03-18,Change
INC10231,Service timeout in EU region,Connectivity,Low,In Progress,CI-62648CF1,CRQ922235,Whitelisted IP range,"crash, dns, router",2025-03-11,Change
INC10232,Unable to access service,Performance,Medium,In Progress,CI-9D31BC42,CRQ926447,Restarted service,"router, db, firewall",2025-03-16,Unknown
INC10233,Packet loss observed,Database,High,Open,CI-CCFFF606,CRQ918446,Updated routing table,"router, crash, firewall",2025-03-17,Change
INC10234,Service timeout in EU region,Authentication,Low,Resolved,CI-F3DC27D5,CRQ968864,,"firewall, crash, db",2025-03-12,Network Glitch
INC10235,Unable to access service,Connectivity,High,Open,CI-C0C87F23,CRQ999929,Restarted service,"crash, db, dns",2025-02-22,Change
INC10236,High latency in application,Database,High,Resolved,CI-34393CCA,CRQ956283,Updated routing table,"timeout, latency, firewall",2025-02-25,Unknown
INC10237,System rebooted unexpectedly,Network,Low,Resolved,CI-1CE63E7D,CRQ992693,Whitelisted IP range,"latency, dns, firewall",2025-02-24,Change
INC10238,High latency in application,Database,High,In Progress,CI-F3DC27D5,CRQ914970,Whitelisted IP range,"crash, firewall, dns",2025-02-24,Change
INC10239,Database connection issues,Connectivity,High,Open,CI-C0C87F23,CRQ973493,Updated routing table,"timeout, firewall, latency",2025-03-05,Manual Error
INC10240,Service timeout in EU region,Connectivity,High,Open,CI-A57A86E1,CRQ956589,Whitelisted IP range,"db, router, timeout",2025-02-22,Change
INC10241,Database connection issues,Connectivity,Medium,Open,CI-324B6A9C,CRQ964163,Increased heap size,"crash, db, timeout",2025-02-23,Unknown
INC10242,Application not responding,Performance,High,Resolved,CI-AFFE3D64,CRQ994293,Cleared DNS cache,"auth, router, dns",2025-03-06,Manual Error
INC10243,Authentication failed for multiple users,Connectivity,Low,Resolved,CI-200CCE31,CRQ946030,Cleared DNS cache,"router, crash, latency",2025-03-12,Change
INC10244,Unable to access service,Connectivity,Low,In Progress,CI-1CE63E7D,CRQ976101,Increased heap size,"router, crash, db",2025-03-19,Infra Issue
INC10245,DNS lookup failed,Database,High,Resolved,CI-06F70C98,CRQ977400,Reconfigured firewall rules,"timeout, router, crash",2025-03-06,Manual Error
INC10246,DNS lookup failed,Database,Medium,Resolved,CI-F3DC27D5,CRQ924814,Cleared DNS cache,"auth, db, crash",2025-03-04,Manual Error
INC10247,Application not responding,Authentication,Low,Resolved,CI-E864E104,CRQ968091,Whitelisted IP range,"latency, crash, db",2025-03-13,Change
INC10248,Packet loss observed,Performance,High,Open,CI-A0FA0F7E,CRQ973827,Updated routing table,"firewall, auth, router",2025-03-07,Infra Issue
INC10249,Unable to access service,Network,Low,In Progress,CI-46361946,CRQ981974,Reconfigured firewall rules,"router, db, latency",2025-03-18,Manual Error
INC10250,System rebooted unexpectedly,Network,High,In Progress,CI-AFFE3D64,CRQ944068,Reconfigured firewall rules,"crash, db, router",2025-03-21,Manual Error
INC10251,Application not responding,Network,Low,Resolved,CI-CD8722F4,CRQ913191,Whitelisted IP range,"router, crash, db",2025-02-23,Unknown
INC10252,System rebooted unexpectedly,Authentication,Medium,Open,CI-1A411B1F,CRQ981616,Reconfigured firewall rules,"crash, latency, dns",2025-02-22,Unknown
INC10253,Unable to access service,Database,High,Open,CI-200CCE31,CRQ976271,Increased heap size,"firewall, dns, db",2025-03-03,Manual Error
INC10254,Application not responding,Performance,Low,Open,CI-CA13A68E,CRQ931321,Cleared DNS cache,"db, crash, dns",2025-03-18,Unknown
INC10255,High latency in application,Network,High,Resolved,CI-291C7AF7,CRQ955381,Increased heap size,"latency, db, router",2025-02-26,Network Glitch
INC10256,Unable to access service,Authentication,Low,Open,CI-6CA0F946,CRQ929849,Restarted service,"timeout, firewall, crash",2025-03-19,Network Glitch
INC10257,Authentication failed for multiple users,Connectivity,Low,Resolved,CI-B8CF575E,CRQ929453,Restarted service,"dns, router, crash",2025-03-11,Change
INC10258,Unable to access service,Authentication,Low,Open,CI-619B8270,CRQ950377,Reconfigured firewall rules,"auth, firewall, timeout",2025-02-28,Change
INC10259,Database connection issues,Performance,Low,In Progress,CI-C0C87F23,CRQ974136,Cleared DNS cache,"crash, timeout, dns",2025-02-26,Change
INC10260,System rebooted unexpectedly,Performance,Medium,Resolved,CI-BA06172F,CRQ978702,Restarted service,"router, latency, firewall",2025-02-28,Change
INC10261,Firewall blocking outgoing traffic,Performance,Low,In Progress,CI-FEB9E731,CRQ923541,Restarted service,"dns, timeout, db",2025-03-09,Unknown
INC10262,High latency in application,Database,Medium,Resolved,CI-F28930B5,CRQ917864,Updated routing table,"timeout, crash, latency",2025-02-26,Unknown
INC10263,System rebooted unexpectedly,Authentication,Low,Open,CI-A89C266F,CRQ949145,Restarted service,"auth, db, firewall",2025-03-03,Network Glitch
INC10264,Firewall blocking outgoing traffic,Performance,Medium,Open,CI-13823F6F,CRQ999929,,"firewall, router, dns",2025-03-13,Manual Error
INC10265,Database connection issues,Authentication,Medium,In Progress,CI-1E16354D,CRQ934782,Increased heap size,"latency, auth, dns",2025-03-05,Change
INC10266,Unable to access service,Performance,Medium,Open,CI-55755844,CRQ914693,Updated routing table,"timeout, db, latency",2025-03-18,Unknown
INC10267,System rebooted unexpectedly,Authentication,Medium,Resolved,CI-6E4827E0,CRQ968525,Restarted service,"timeout, auth, db",2025-03-10,Change
INC10268,High latency in application,Database,High,Resolved,CI-CA13A68E,CRQ914632,,"firewall, db, dns",2025-03-07,Change
INC10269,DNS lookup failed,Performance,Low,Resolved,CI-13823F6F,CRQ953032,Reconfigured firewall rules,"crash, db, dns",2025-03-02,Unknown
INC10270,Firewall blocking outgoing traffic,Performance,Medium,In Progress,CI-E864E104,CRQ913191,Restarted service,"crash, auth, router",2025-02-26,Network Glitch
INC10271,Packet loss observed,Authentication,High,Open,CI-59883B84,CRQ953036,Increased heap size,"auth, db, crash",2025-02-22,Unknown
INC10272,Application not responding,Database,Medium,Resolved,CI-78BD6716,CRQ918879,Reconfigured firewall rules,"crash, db, dns",2025-03-10,Network Glitch
INC10273,Packet loss observed,Database,High,In Progress,CI-627A162A,CRQ967782,,"latency, auth, router",2025-03-04,Infra Issue
INC10274,Firewall blocking outgoing traffic,Authentication,Medium,Resolved,CI-E7221F06,CRQ953036,Whitelisted IP range,"firewall, auth, db",2025-03-11,Change
INC10275,Firewall blocking outgoing traffic,Performance,High,In Progress,CI-46361946,CRQ966070,Updated routing table,"db, timeout, firewall",2025-02-19,Change
INC10276,Unable to access service,Network,Low,Resolved,CI-D5746A4A,CRQ914294,Restarted service,"crash, db, firewall",2025-03-15,Change
INC10277,Unable to access service,Performance,Medium,In Progress,CI-B6F7696E,CRQ917481,Reconfigured firewall rules,"latency, auth, dns",2025-03-03,Manual Error
INC10278,DNS lookup failed,Performance,Medium,Resolved,CI-7342C0ED,CRQ981616,Restarted service,"dns, latency, auth",2025-03-19,Network Glitch
INC10279,Authentication failed for multiple users,Network,Medium,Open,CI-BD72E658,CRQ953036,Updated routing table,"db, latency, timeout",2025-03-17,Unknown
INC10280,Packet loss observed,Network,Low,In Progress,CI-CD8722F4,CRQ922259,Restarted service,"dns, router, latency",2025-03-07,Infra Issue
INC10281,Firewall blocking outgoing traffic,Performance,Medium,Open,CI-9A69A441,CRQ968946,Whitelisted IP range,"crash, firewall, dns",2025-02-27,Unknown
INC10282,High latency in application,Authentication,High,Resolved,CI-A57A86E1,CRQ974677,Cleared DNS cache,"firewall, router, crash",2025-03-02,Unknown
INC10283,Application not responding,Network,High,Resolved,CI-9A69A441,CRQ935986,Restarted service,"firewall, router, crash",2025-03-08,Unknown
INC10284,Database connection issues,Authentication,Low,In Progress,CI-2D91E268,CRQ976879,Reconfigured firewall rules,"latency, timeout, router",2025-03-17,Change
INC10285,High latency in application,Performance,High,Resolved,CI-D5746A4A,CRQ988271,Updated routing table,"firewall, latency, db",2025-02-23,Unknown
INC10286,Authentication failed for multiple users,Network,Medium,Open,CI-55755844,CRQ969202,,"timeout, crash, latency",2025-03-20,Change
INC10287,Packet loss observed,Network,High,In Progress,CI-BA06172F,CRQ970129,Reconfigured firewall rules,"auth, timeout, db",2025-03-20,Unknown
INC10288,Unable to access service,Performance,High,Open,CI-92B49625,CRQ952911,Reconfigured firewall rules,"latency, timeout, router",2025-03-16,Change
INC10289,Firewall blocking outgoing traffic,Database,Medium,Resolved,CI-4E8CC79E,CRQ977343,Reconfigured firewall rules,"dns, firewall, db",2025-02-24,Unknown
INC10290,Unable to access service,Database,Medium,In Progress,CI-E864E104,CRQ942900,,"router, db, auth",2025-03-10,Network Glitch
INC10291,System rebooted unexpectedly,Database,High,Open,CI-565AF07B,CRQ970577,Increased heap size,"auth, router, latency",2025-03-16,Unknown
INC10292,DNS lookup failed,Database,Low,Resolved,CI-92B49625,CRQ968091,Restarted service,"crash, firewall, router",2025-03-10,Change
INC10293,DNS lookup failed,Connectivity,Medium,In Progress,CI-FEB9E731,CRQ914693,Updated routing table,"dns, timeout, router",2025-02-21,Unknown
INC10294,Service timeout in EU region,Database,Low,Open,CI-AFFE3D64,CRQ917471,Updated routing table,"dns, timeout, latency",2025-03-04,Change
INC10295,Service timeout in EU region,Authentication,Medium,Open,CI-200CCE31,CRQ963677,Cleared DNS cache,"timeout, latency, firewall",2025-02-26,Unknown
INC10296,DNS lookup failed,Connectivity,High,In Progress,CI-CA13A68E,CRQ941886,Cleared DNS cache,"crash, dns, auth",2025-03-18,Unknown
INC10297,DNS lookup failed,Network,Low,Open,CI-6E4827E0,CRQ962481,Updated routing table,"timeout, router, auth",2025-03-17,Change
INC10298,Unable to access service,Network,High,Resolved,CI-06F70C98,CRQ941886,Increased heap size,"timeout, firewall, dns",2025-03-20,Unknown
INC10299,Authentication failed for multiple users,Authentication,Medium,Resolved,CI-55755844,CRQ969332,Increased heap size,"router, timeout, latency",2025-02-24,Network Glitch
INC10300,Unable to access service,Authentication,Low,In Progress,CI-9D31BC42,CRQ986819,Restarted service,"timeout, auth, router",2025-03-09,Change
INC10301,Application not responding,Authentication,Low,Open,CI-9A69A441,CRQ917471,Reconfigured firewall rules,"db, crash, timeout",2025-03-01,Network Glitch
INC10302,Unable to access service,Database,High,Open,CI-13823F6F,CRQ969332,Updated routing table,"crash, dns, auth",2025-03-14,Change
INC10303,Firewall blocking outgoing traffic,Connectivity,Medium,Open,CI-F1197441,CRQ980520,Reconfigured firewall rules,"dns, router, crash",2025-02-21,Manual Error
INC10304,System rebooted unexpectedly,Performance,Low,In Progress,CI-8751D263,CRQ988222,Restarted service,"auth, router, firewall",2025-02-24,Infra Issue
INC10305,Packet loss observed,Database,Low,In Progress,CI-619B8270,CRQ994452,Cleared DNS cache,"auth, latency, dns",2025-03-17,Network Glitch
INC10306,Database connection issues,Performance,High,In Progress,CI-8BE00422,CRQ977343,Cleared DNS cache,"crash, auth, firewall",2025-03-01,Infra Issue
INC10307,Database connection issues,Network,Medium,In Progress,CI-565AF07B,CRQ920154,Updated routing table,"db, latency, crash",2025-03-02,Change
INC10308,Packet loss observed,Connectivity,High,In Progress,CI-AFFE3D64,CRQ979331,,"router, timeout, db",2025-03-17,Change
INC10309,High latency in application,Network,Medium,Resolved,CI-85009BE0,CRQ950377,Updated routing table,"crash, firewall, latency",2025-03-02,Infra Issue
INC10310,Firewall blocking outgoing traffic,Database,Low,In Progress,CI-05BB57B3,CRQ941861,,"dns, latency, timeout",2025-03-21,Unknown
INC10311,DNS lookup failed,Connectivity,Medium,Resolved,CI-4E8CC79E,CRQ924113,Cleared DNS cache,"auth, dns, router",2025-02-27,Unknown
INC10312,High latency in application,Performance,Medium,In Progress,CI-E864E104,CRQ994327,Restarted service,"dns, firewall, auth",2025-03-16,Unknown
INC10313,Application not responding,Network,Medium,In Progress,CI-F33AA9C4,CRQ920510,,"router, db, firewall",2025-03-21,Unknown
INC10314,Packet loss observed,Database,High,Open,CI-78D7E4EB,CRQ917864,,"db, timeout, latency",2025-02-26,Change
INC10315,Unable to access service,Database,Medium,Resolved,CI-8751D263,CRQ986819,Whitelisted IP range,"db, dns, timeout",2025-03-14,Change
INC10316,Application not responding,Performance,Medium,Resolved,CI-BD72E658,CRQ914294,Restarted service,"db, dns, crash",2025-03-03,Network Glitch
INC10317,Authentication failed for multiple users,Performance,High,Open,CI-4C7385F1,CRQ949002,Updated routing table,"router, db, crash",2025-02-20,Change
INC10318,Unable to access service,Connectivity,High,Resolved,CI-B6A46B30,CRQ968878,Reconfigured firewall rules,"crash, timeout, latency",2025-02-25,Unknown
INC10319,Database connection issues,Database,Low,In Progress,CI-D58CFB9A,CRQ925114,Cleared DNS cache,"auth, crash, timeout",2025-02-19,Change
INC10320,High latency in application,Authentication,High,Resolved,CI-9D31BC42,CRQ960693,Restarted service,"firewall, timeout, router",2025-03-12,Manual Error
INC10321,System rebooted unexpectedly,Network,High,Resolved,CI-05BB57B3,CRQ941898,Whitelisted IP range,"latency, dns, router",2025-03-02,Change
INC10322,Service timeout in EU region,Authentication,Low,In Progress,CI-D58CFB9A,CRQ960466,Cleared DNS cache,"latency, crash, auth",2025-02-20,Change
INC10323,Firewall blocking outgoing traffic,Authentication,Medium,Open,CI-77B123A1,CRQ976879,Reconfigured firewall rules,"latency, dns, db",2025-03-18,Change
INC10324,Application not responding,Connectivity,Low,Resolved,CI-46361946,CRQ925114,Increased heap size,"latency, db, auth",2025-03-10,Network Glitch
INC10325,Database connection issues,Performance,Low,Open,CI-565AF07B,CRQ944640,Updated routing table,"crash, timeout, latency",2025-03-14,Unknown
INC10326,Authentication failed for multiple users,Performance,Medium,In Progress,CI-291C7AF7,CRQ926447,Restarted service,"dns, latency, db",2025-03-05,Infra Issue
INC10327,High latency in application,Database,Medium,Open,CI-79936698,CRQ977400,Updated routing table,"timeout, firewall, auth",2025-03-11,Network Glitch
INC10328,High latency in application,Performance,Low,In Progress,CI-8FBDDC04,CRQ906962,Reconfigured firewall rules,"timeout, crash, router",2025-02-26,Change
INC10329,Database connection issues,Connectivity,Low,Resolved,CI-78D7E4EB,CRQ997727,Restarted service,"latency, firewall, auth",2025-03-10,Unknown
INC10330,High latency in application,Connectivity,Medium,Resolved,CI-BE0E4321,CRQ922958,Increased heap size,"latency, firewall, timeout",2025-03-13,Unknown
INC10331,Database connection issues,Database,High,Open,CI-A57A86E1,CRQ905981,Reconfigured firewall rules,"auth, timeout, firewall",2025-03-05,Change
INC10332,Firewall blocking outgoing traffic,Connectivity,Medium,Open,CI-E7221F06,CRQ996283,Updated routing table,"timeout, router, dns",2025-03-03,Manual Error
INC10333,Authentication failed for multiple users,Authentication,Low,In Progress,CI-001456E7,CRQ928677,Updated routing table,"crash, dns, router",2025-03-18,Unknown
INC10334,Firewall blocking outgoing traffic,Network,High,Resolved,CI-CD8722F4,CRQ976271,Reconfigured firewall rules,"timeout, latency, router",2025-03-01,Unknown
INC10335,System rebooted unexpectedly,Network,Low,Open,CI-80DBA4BB,CRQ961097,Increased heap size,"latency, crash, auth",2025-03-15,Network Glitch
INC10336,Database connection issues,Connectivity,High,In Progress,CI-B6A46B30,CRQ968001,Increased heap size,"dns, auth, db",2025-02-23,Change
INC10337,DNS lookup failed,Network,Medium,Open,CI-565AF07B,CRQ946061,Cleared DNS cache,"router, dns, timeout",2025-02-24,Change
INC10338,Service timeout in EU region,Connectivity,High,Open,CI-6CA0F946,CRQ914693,,"dns, timeout, firewall",2025-03-10,Infra Issue
INC10339,Service timeout in EU region,Connectivity,Low,Open,CI-CCFFF606,CRQ968091,,"firewall, auth, timeout",2025-03-19,Change
INC10340,Firewall blocking outgoing traffic,Connectivity,Low,Open,CI-CD8722F4,CRQ931308,Cleared DNS cache,"router, crash, firewall",2025-03-05,Manual Error
INC10341,DNS lookup failed,Database,High,Open,CI-79936698,CRQ944068,Increased heap size,"crash, db, latency",2025-03-03,Infra Issue
INC10342,Service timeout in EU region,Database,High,Open,CI-41F7A6BB,CRQ937059,Whitelisted IP range,"firewall, latency, dns",2025-02-27,Infra Issue
INC10343,Authentication failed for multiple users,Connectivity,Low,Resolved,CI-59883B84,CRQ936738,Whitelisted IP range,"firewall, router, auth",2025-03-11,Network Glitch
INC10344,Unable to access service,Connectivity,High,Open,CI-0921C4C6,CRQ950821,Reconfigured firewall rules,"crash, timeout, dns",2025-03-18,Infra Issue
INC10345,Firewall blocking outgoing traffic,Database,High,Open,CI-EA57CD70,CRQ918879,Restarted service,"timeout, dns, auth",2025-03-20,Network Glitch
INC10346,Database connection issues,Performance,High,In Progress,CI-E864E104,CRQ918879,Updated routing table,"dns, timeout, latency",2025-03-01,Change
INC10347,Application not responding,Network,Low,Resolved,CI-1A411B1F,CRQ948529,Increased heap size,"crash, dns, db",2025-03-17,Change
INC10348,Authentication failed for multiple users,Performance,High,In Progress,CI-DE8D4597,CRQ960693,Whitelisted IP range,"db, router, auth",2025-03-21,Unknown
INC10349,Database connection issues,Database,High,In Progress,CI-817D3670,CRQ944068,Whitelisted IP range,"timeout, db, latency",2025-03-02,Manual Error
INC10350,System rebooted unexpectedly,Network,High,In Progress,CI-13823F6F,CRQ976271,Restarted service,"auth, crash, latency",2025-03-17,Manual Error
INC10351,High latency in application,Database,Low,In Progress,CI-85009BE0,CRQ970012,Reconfigured firewall rules,"auth, dns, firewall",2025-03-06,Unknown
INC10352,System rebooted unexpectedly,Connectivity,Low,Open,CI-5B8CC68D,CRQ931308,Reconfigured firewall rules,"latency, router, firewall",2025-03-03,Change
INC10353,High latency in application,Connectivity,High,In Progress,CI-77B123A1,CRQ964199,Increased heap size,"latency, db, router",2025-03-20,Change
INC10354,System rebooted unexpectedly,Network,Medium,Resolved,CI-6FD9D455,CRQ969202,Updated routing table,"db, crash, dns",2025-03-10,Change
INC10355,Database connection issues,Authentication,Low,In Progress,CI-CCFFF606,CRQ960100,,"crash, dns, db",2025-03-20,Change
INC10356,Service timeout in EU region,Database,Low,In Progress,CI-05BB57B3,CRQ935113,Restarted service,"crash, db, firewall",2025-03-04,Change
INC10357,Service timeout in EU region,Database,Low,In Progress,CI-78BD6716,CRQ934782,Updated routing table,"firewall, timeout, auth",2025-03-11,Unknown
INC10358,Unable to access service,Performance,Medium,In Progress,CI-CCFFF606,CRQ966791,,"crash, firewall, router",2025-02-19,Unknown
INC10359,Packet loss observed,Authentication,Medium,In Progress,CI-78BD6716,CRQ931725,Updated routing table,"crash, dns, db",2025-03-12,Change
INC10360,Firewall blocking outgoing traffic,Network,Medium,Open,CI-F1197441,CRQ928339,Increased heap size,"dns, latency, crash",2025-03-19,Change
INC10361,Service timeout in EU region,Database,High,Resolved,CI-0A130978,CRQ996283,Cleared DNS cache,"dns, auth, db",2025-03-17,Unknown
INC10362,Service timeout in EU region,Performance,Medium,In Progress,CI-1005D47E,CRQ955381,,"firewall, db, auth",2025-03-09,Change
INC10363,System rebooted unexpectedly,Performance,Medium,Resolved,CI-CD8722F4,CRQ938377,,"router, dns, db",2025-03-02,Unknown
INC10364,Authentication failed for multiple users,Network,Medium,In Progress,CI-2FDE67B6,CRQ995390,Reconfigured firewall rules,"crash, timeout, dns",2025-02-19,Network Glitch
INC10365,Database connection issues,Database,Low,In Progress,CI-4C7385F1,CRQ913086,Reconfigured firewall rules,"timeout, router, latency",2025-03-20,Manual Error
INC10366,Database connection issues,Network,Medium,Resolved,CI-E2220172,CRQ900281,Increased heap size,"timeout, auth, crash",2025-03-21,Change
INC10367,Firewall blocking outgoing traffic,Network,Low,In Progress,CI-79936698,CRQ927508,Updated routing table,"auth, db, crash",2025-03-19,Network Glitch
INC10368,Service timeout in EU region,Network,Medium,Open,CI-B6F7696E,CRQ929453,Whitelisted IP range,"latency, firewall, dns",2025-02-23,Network Glitch
INC10369,Application not responding,Network,Low,In Progress,CI-46361946,CRQ911842,Updated routing table,"firewall, db, dns",2025-03-09,Manual Error
INC10370,Application not responding,Connectivity,Low,Resolved,CI-46361946,CRQ957081,Reconfigured firewall rules,"latency, firewall, db",2025-03-14,Change
INC10371,Unable to access service,Authentication,Medium,Open,CI-4E8CC79E,CRQ926447,Reconfigured firewall rules,"timeout, db, crash",2025-02-20,Change
INC10372,Application not responding,Database,Medium,Open,CI-79936698,CRQ944640,Increased heap size,"firewall, dns, router",2025-02-23,Manual Error
INC10373,Unable to access service,Authentication,High,Resolved,CI-F3DC27D5,CRQ974136,Restarted service,"router, firewall, crash",2025-03-03,Change
INC10374,Application not responding,Network,High,Open,CI-1E857052,CRQ972107,Increased heap size,"latency, db, dns",2025-03-01,Unknown
INC10375,Unable to access service,Database,Medium,In Progress,CI-40208989,CRQ905717,Cleared DNS cache,"crash, db, timeout",2025-03-18,Unknown
INC10376,Packet loss observed,Connectivity,High,Open,CI-163F178B,CRQ956957,,"firewall, auth, latency",2025-03-05,Change
INC10377,Authentication failed for multiple users,Performance,Medium,Resolved,CI-1CE63E7D,CRQ959956,Reconfigured firewall rules,"crash, latency, auth",2025-03-17,Unknown
INC10378,Firewall blocking outgoing traffic,Performance,Medium,Open,CI-4C7385F1,CRQ975179,Whitelisted IP range,"firewall, crash, db",2025-03-05,Unknown
INC10379,System rebooted unexpectedly,Database,High,Open,CI-62648CF1,CRQ954291,Reconfigured firewall rules,"firewall, timeout, crash",2025-03-12,Change
INC10380,DNS lookup failed,Database,High,Resolved,CI-1CE63E7D,CRQ902688,Updated routing table,"router, crash, timeout",2025-03-15,Unknown
INC10381,Database connection issues,Network,Low,Resolved,CI-B8CF575E,CRQ962913,Increased heap size,"latency, auth, crash",2025-03-17,Infra Issue
INC10382,Firewall blocking outgoing traffic,Connectivity,High,Open,CI-77B123A1,CRQ968946,Reconfigured firewall rules,"timeout, auth, dns",2025-03-20,Change
INC10383,Packet loss observed,Database,Medium,In Progress,CI-8BD96E5A,CRQ950411,Updated routing table,"db, timeout, dns",2025-03-08,Change
INC10384,DNS lookup failed,Authentication,Medium,Resolved,CI-A7BC8E43,CRQ909320,Reconfigured firewall rules,"router, db, firewall",2025-02-28,Unknown
INC10385,Packet loss observed,Connectivity,Low,Resolved,CI-55755844,CRQ962913,Updated routing table,"db, dns, crash",2025-03-06,Infra Issue
INC10386,Application not responding,Network,Low,Open,CI-6FD9D455,CRQ966730,Whitelisted IP range,"auth, timeout, firewall",2025-03-18,Unknown
INC10387,Database connection issues,Database,Low,Open,CI-F7FDC10D,CRQ955381,Reconfigured firewall rules,"firewall, latency, dns",2025-03-09,Change
